time_stamp,target,x1,y1,x2,y2
00:00:10,Target_E,934,365,1055,425
00:00:11,Target_A,1474,766,1642,860
00:00:11,Target_A,1445,756,1621,912
00:00:11,Target_B,1634,893,1704,1008
00:00:11,Target_B,1406,770,1534,818
00:00:11,Target_B,1566,710,1634,801
00:00:11,Target_B,1484,917,1581,1043
00:00:11,Target_A,665,566,777,668
00:00:11,Target_A,759,515,944,661
00:00:11,Target_B,870,467,1013,650
00:00:11,Target_F,95,565,289,655
00:00:12,Target_B,1757,905,1822,941
00:00:12,Target_A,1557,922,1735,1080
00:00:12,Target_D,1584,779,1634,926
00:00:12,Target_C,1663,924,1836,1080
00:00:12,Target_A,1479,742,1594,858
00:00:12,Target_B,824,447,867,585
00:00:12,Target_B,680,523,801,708
00:00:12,Target_B,600,628,685,758
00:00:12,Target_A,709,574,789,650
00:00:12,Target_A,658,621,776,759
00:00:12,Target_B,252,255,449,292
00:00:12,Target_C,1740,229,1834,333
00:00:12,Target_A,718,754,846,798
00:00:12,Target_D,743,257,777,289
00:00:12,Target_E,1867,600,1920,787
00:00:12,Target_A,370,907,494,1048
00:00:12,Target_G,1869,241,1914,301
00:00:13,Target_C,1571,937,1768,1011
00:00:13,Target_D,1622,763,1700,883
00:00:13,Target_B,1464,907,1655,1036
00:00:13,Target_A,1739,703,1865,733
00:00:13,Target_B,1692,741,1789,906
00:00:13,Target_B,654,649,845,780
00:00:13,Target_B,74,239,175,285
00:00:13,Target_B,273,235,322,270
00:00:13,Target_F,149,70,312,261
00:00:13,Target_B,910,36,1091,128
00:00:13,Target_D,1838,470,1920,525
00:00:14,Target_C,1598,761,1685,951
00:00:14,Target_B,1542,868,1722,995
00:00:14,Target_C,1625,743,1810,863
00:00:14,Target_A,776,638,941,708
00:00:14,Target_D,718,560,857,710
00:00:14,Target_A,804,531,840,680
00:00:14,Target_B,845,458,968,497
00:00:14,Target_E,59,192,219,282
00:00:14,Target_E,122,107,187,276
00:00:14,Target_B,81,111,270,284
00:00:14,Target_E,264,398,419,461
00:00:15,Target_B,1550,945,1631,999
00:00:15,Target_C,1408,890,1604,1006
00:00:15,Target_B,1770,766,1920,877
00:00:15,Target_C,1462,707,1591,757
00:00:15,Target_A,1594,880,1780,1066
00:00:15,Target_E,1608,886,1744,952
00:00:15,Target_E,1549,897,1692,1003
00:00:15,Target_D,854,579,999,624
00:00:15,Target_C,644,520,794,571
00:00:15,Target_E,108,229,228,369
00:00:15,Target_E,938,48,1003,187
00:00:15,Target_A,417,839,598,1003
00:00:15,Target_B,787,303,849,489
00:00:16,Target_B,1429,887,1485,1057
00:00:16,Target_E,1613,732,1720,870
00:00:16,Target_C,849,458,930,615
00:00:16,Target_C,688,648,750,804
00:00:16,Target_D,602,400,703,531
00:00:16,Target_D,869,428,981,576
00:00:16,Target_B,794,434,911,543
00:00:16,Target_B,782,455,839,499
00:00:16,Target_C,178,63,284,204
00:00:16,Target_E,1460,287,1607,349
00:00:16,Target_E,882,873,936,1034
00:00:17,Target_A,1500,849,1656,997
00:00:17,Target_A,1599,954,1792,999
00:00:17,Target_C,738,483,891,537
00:00:17,Target_A,307,151,361,188
00:00:17,Target_B,267,185,427,254
00:00:17,Target_D,285,251,460,401
00:00:17,Target_D,217,92,396,158
00:00:18,Target_B,1476,788,1555,821
00:00:18,Target_E,1449,930,1551,1029
00:00:18,Target_C,1435,923,1619,1030
00:00:18,Target_E,1699,785,1742,840
00:00:18,Target_C,844,542,1017,634
00:00:18,Target_A,721,469,872,522
00:00:18,Target_C,763,558,816,731
00:00:18,Target_A,770,564,924,653
00:00:18,Target_A,678,542,861,689
00:00:18,Target_D,161,68,293,168
00:00:18,Target_C,208,55,366,203
00:00:18,Target_A,95,196,125,238
00:00:19,Target_A,1608,959,1665,1080
00:00:19,Target_A,1539,718,1682,842
00:00:19,Target_A,1576,759,1752,799
00:00:19,Target_E,1526,784,1602,884
00:00:19,Target_B,655,629,800,765
00:00:19,Target_A,691,438,882,492
00:00:19,Target_C,809,558,986,680
00:00:19,Target_C,153,117,219,217
00:00:19,Target_A,516,36,683,200
00:00:20,Target_G,1593,960,1788,1080
00:00:20,Target_E,1518,821,1612,1020
00:00:20,Target_A,1541,898,1728,1027
00:00:20,Target_A,1573,834,1732,980
00:00:20,Target_F,684,631,724,788
00:00:20,Target_C,792,616,868,685
00:00:20,Target_B,798,468,929,654
00:00:20,Target_D,772,478,913,595
00:00:20,Target_A,309,201,390,338
00:00:20,Target_E,867,505,1000,637
00:00:21,Target_B,1608,736,1725,813
00:00:21,Target_C,1539,796,1695,966
00:00:21,Target_C,1688,716,1819,829
00:00:21,Target_A,1597,740,1789,904
00:00:21,Target_D,1637,923,1824,1080
00:00:21,Target_E,620,637,721,738
00:00:21,Target_D,792,604,991,759
00:00:21,Target_D,857,508,898,636
00:00:21,Target_A,646,598,761,691
00:00:21,Target_C,624,462,750,501
00:00:21,Target_C,287,113,409,193
00:00:21,Target_A,292,95,449,270
00:00:21,Target_C,405,909,454,1039
00:00:21,Target_A,125,637,180,730
00:00:22,Target_C,1430,864,1488,1032
00:00:22,Target_E,1683,715,1731,770
00:00:22,Target_B,1497,741,1683,856
00:00:22,Target_A,1494,776,1592,932
00:00:22,Target_D,229,96,400,276
00:00:22,Target_B,192,136,241,268
00:00:22,Target_F,287,128,486,275
00:00:22,Target_D,56,985,219,1063
00:00:23,Target_C,1676,911,1836,1005
00:00:23,Target_A,1558,825,1727,966
00:00:23,Target_A,698,449,891,516
00:00:23,Target_A,762,597,904,752
00:00:23,Target_D,175,266,289,342
00:00:23,Target_D,243,197,300,384
00:00:23,Target_A,160,560,254,640
00:00:23,Target_G,747,354,845,445
00:00:24,Target_A,1651,735,1730,778
00:00:24,Target_B,1413,968,1597,1035
00:00:24,Target_A,1730,893,1893,985
00:00:24,Target_C,1685,968,1794,1080
00:00:24,Target_C,633,483,820,579
00:00:24,Target_C,248,195,331,375
00:00:24,Target_D,1273,391,1325,480
00:00:24,Target_G,1794,771,1920,815
00:00:24,Target_A,960,567,1005,603
00:00:25,Target_B,1561,817,1734,925
00:00:25,Target_C,1675,967,1730,1080
00:00:25,Target_B,1647,929,1820,1016
00:00:25,Target_E,1567,838,1704,1001
00:00:25,Target_C,1454,726,1542,919
00:00:25,Target_D,1685,774,1781,917
00:00:25,Target_B,1692,824,1750,993
00:00:25,Target_A,637,574,698,747
00:00:25,Target_D,779,494,850,542
00:00:26,Target_B,1660,940,1816,1011
00:00:26,Target_A,1629,711,1799,816
00:00:26,Target_B,1513,906,1641,1041
00:00:26,Target_F,1547,745,1613,825
00:00:26,Target_C,1749,933,1792,1045
00:00:26,Target_B,1420,850,1568,896
00:00:26,Target_A,1409,889,1517,1005
00:00:26,Target_B,757,485,809,649
00:00:26,Target_A,145,811,205,909
00:00:27,Target_B,1649,859,1734,948
00:00:27,Target_C,1678,700,1757,841
00:00:27,Target_B,1677,957,1870,1002
00:00:27,Target_C,1558,839,1748,969
00:00:27,Target_B,720,462,908,593
00:00:27,Target_D,678,550,793,722
00:00:27,Target_B,759,437,848,509
00:00:27,Target_D,826,655,948,814
00:00:27,Target_B,254,246,418,329
00:00:28,Target_C,1749,828,1851,899
00:00:28,Target_A,1546,707,1716,830
00:00:28,Target_D,1735,701,1891,853
00:00:28,Target_B,1408,757,1562,876
00:00:28,Target_C,1422,733,1592,785
00:00:28,Target_C,1662,966,1859,1080
00:00:28,Target_C,634,443,783,593
00:00:28,Target_C,810,642,994,812
00:00:28,Target_A,732,582,851,700
00:00:28,Target_B,687,426,729,609
00:00:28,Target_A,804,529,947,705
00:00:28,Target_F,611,574,792,625
00:00:28,Target_C,1805,1050,1920,1080
00:00:29,Target_A,1723,730,1811,777
00:00:29,Target_A,1543,733,1578,777
00:00:29,Target_A,692,553,890,654
00:00:29,Target_E,654,621,776,660
00:00:29,Target_A,765,494,946,611
00:00:29,Target_A,757,459,869,575
00:00:29,Target_C,752,408,928,558
00:00:29,Target_B,283,225,362,360
00:00:29,Target_D,76,268,135,434
00:00:29,Target_G,995,479,1186,531
00:00:29,Target_A,1777,534,1815,664
00:00:29,Target_B,1531,110,1707,180
00:00:30,Target_B,1739,891,1912,1080
00:00:30,Target_A,1467,808,1524,872
00:00:30,Target_C,1675,824,1730,921
00:00:30,Target_C,625,660,822,799
00:00:30,Target_B,830,551,866,686
00:00:30,Target_C,183,202,312,235
00:00:30,Target_F,487,611,565,778
00:00:31,Target_A,1721,761,1882,938
00:00:31,Target_A,1704,854,1768,960
00:00:31,Target_A,1423,914,1477,1080
00:00:31,Target_A,1443,929,1503,1080
00:00:31,Target_C,1765,850,1841,913
00:00:31,Target_A,783,409,881,537
00:00:31,Target_B,784,461,909,527
00:00:31,Target_E,734,532,788,659
00:00:31,Target_D,666,422,862,538
00:00:31,Target_C,861,611,1061,771
00:00:31,Target_C,232,620,346,651
00:00:32,Target_E,1670,775,1803,919
00:00:32,Target_A,1700,892,1786,972
00:00:32,Target_A,1491,795,1528,871
00:00:32,Target_A,1535,880,1696,1033
00:00:32,Target_D,845,402,1030,442
00:00:32,Target_D,634,525,807,619
00:00:32,Target_D,680,617,876,740
00:00:32,Target_F,840,641,968,725
00:00:32,Target_B,48,621,219,784
00:00:33,Target_E,1620,768,1717,891
00:00:33,Target_B,1678,713,1738,877
00:00:33,Target_A,780,452,898,601
00:00:33,Target_F,684,463,831,577
00:00:33,Target_A,665,592,722,658
00:00:33,Target_B,113,85,204,271
00:00:33,Target_B,312,235,348,336
00:00:33,Target_B,134,97,328,154
00:00:33,Target_D,256,154,381,254
00:00:33,Target_A,1796,382,1920,538
00:00:33,Target_A,629,607,765,773
00:00:33,Target_F,548,275,588,414
00:00:33,Target_C,1371,338,1458,487
00:00:34,Target_A,1738,838,1920,1036
00:00:34,Target_B,1750,775,1899,843
00:00:34,Target_A,1494,806,1530,843
00:00:34,Target_A,1481,748,1654,813
00:00:34,Target_E,1631,871,1664,928
00:00:34,Target_A,1406,756,1490,899
00:00:34,Target_D,1468,711,1610,877
00:00:34,Target_E,853,636,926,766
00:00:34,Target_A,868,514,911,679
00:00:34,Target_B,260,172,330,299
00:00:34,Target_A,229,190,267,238
00:00:34,Target_A,156,157,278,295
00:00:34,Target_C,139,230,249,375
00:00:34,Target_A,806,879,885,1057
00:00:34,Target_A,738,610,801,665
00:00:35,Target_B,1569,851,1738,922
00:00:35,Target_B,1724,701,1818,852
00:00:35,Target_D,866,550,1058,584
00:00:35,Target_E,716,412,884,505
00:00:35,Target_G,607,656,703,779
00:00:35,Target_C,159,184,229,296
00:00:35,Target_F,213,68,285,171
00:00:36,Target_G,1697,943,1879,1012
00:00:36,Target_D,1552,769,1730,954
00:00:36,Target_B,1536,924,1587,1043
00:00:36,Target_D,1537,922,1728,957
00:00:36,Target_A,809,438,938,553
00:00:36,Target_A,836,594,998,747
00:00:36,Target_F,754,599,926,771
00:00:36,Target_D,58,186,209,256
00:00:36,Target_C,1884,523,1920,641
00:00:36,Target_B,1455,546,1549,604
00:00:37,Target_D,1549,818,1580,988
00:00:37,Target_C,1745,917,1816,994
00:00:37,Target_A,1627,819,1757,899
00:00:37,Target_B,769,505,858,674
00:00:37,Target_A,712,571,838,660
00:00:37,Target_G,672,584,785,716
00:00:37,Target_C,264,259,434,292
00:00:37,Target_E,111,237,254,314
00:00:37,Target_C,203,115,276,254
00:00:37,Target_A,127,244,247,421
00:00:38,Target_B,1688,751,1736,918
00:00:38,Target_D,1657,940,1811,1080
00:00:38,Target_C,607,611,726,799
00:00:38,Target_D,801,567,870,646
00:00:38,Target_B,617,461,684,655
00:00:38,Target_C,153,112,263,233
00:00:38,Target_C,226,53,347,117
00:00:38,Target_A,1443,281,1526,420
00:00:39,Target_D,1491,929,1642,993
00:00:39,Target_B,1592,863,1703,923
00:00:39,Target_C,1514,854,1574,1020
00:00:39,Target_B,1504,901,1618,1005
00:00:39,Target_A,736,429,917,469
00:00:39,Target_A,787,598,969,681
00:00:39,Target_E,609,621,726,738
00:00:39,Target_F,776,485,826,638
00:00:39,Target_B,663,505,710,593
00:00:39,Target_A,620,600,668,655
00:00:39,Target_F,616,473,811,647
00:00:39,Target_C,653,479,774,673
00:00:39,Target_B,113,270,187,331
00:00:39,Target_B,1175,376,1230,538
00:00:39,Target_B,950,453,1006,511
00:00:39,Target_F,1741,696,1855,841
00:00:39,Target_E,1627,783,1821,874
00:00:40,Target_D,1485,963,1615,995
00:00:40,Target_A,1631,959,1723,1080
00:00:40,Target_B,1424,835,1471,995
00:00:40,Target_A,1745,947,1873,998
00:00:40,Target_F,748,425,932,593
00:00:40,Target_A,1817,649,1876,797
00:00:41,Target_B,1431,732,1569,908
00:00:41,Target_D,1665,839,1755,1034
00:00:41,Target_A,1441,713,1513,911
00:00:41,Target_B,51,90,191,290
00:00:41,Target_A,151,204,291,282
00:00:41,Target_A,887,185,962,346
00:00:42,Target_C,1602,721,1746,783
00:00:42,Target_C,1532,894,1697,1013
00:00:42,Target_B,1445,832,1560,976
00:00:42,Target_A,1405,769,1552,892
00:00:42,Target_A,699,414,890,538
00:00:42,Target_D,686,488,874,567
00:00:42,Target_B,762,547,816,651
00:00:42,Target_A,87,133,230,276
00:00:42,Target_D,164,146,194,232
00:00:42,Target_D,288,197,473,274
00:00:42,Target_E,1841,135,1920,296
00:00:42,Target_B,398,334,492,505
00:00:43,Target_C,1434,706,1569,761
00:00:43,Target_C,1553,875,1682,1000
00:00:43,Target_D,1438,905,1564,1013
00:00:43,Target_C,1616,782,1707,969
00:00:43,Target_B,1526,870,1594,1003
00:00:43,Target_A,1522,927,1699,1001
00:00:43,Target_A,1483,965,1536,1029
00:00:43,Target_A,804,538,982,596
00:00:43,Target_C,667,407,801,567
00:00:43,Target_B,292,67,421,220
00:00:43,Target_C,197,498,232,694
00:00:44,Target_D,1558,796,1729,877
00:00:44,Target_B,1731,738,1831,921
00:00:44,Target_B,818,499,901,699
00:00:44,Target_F,651,468,720,607
00:00:44,Target_A,792,545,880,708
00:00:44,Target_E,743,618,928,690
00:00:44,Target_D,676,490,860,593
00:00:44,Target_B,820,406,888,452
00:00:44,Target_F,60,245,106,359
00:00:44,Target_A,1588,771,1678,848
00:00:45,Target_C,1551,796,1676,924
00:00:45,Target_D,1445,832,1642,924
00:00:45,Target_B,1699,890,1811,989
00:00:45,Target_A,764,495,855,570
00:00:45,Target_A,739,579,806,696
00:00:45,Target_F,628,596,667,776
00:00:45,Target_E,144,243,277,327
00:00:45,Target_B,294,225,389,273
00:00:45,Target_A,114,39,232,86
00:00:45,Target_C,173,233,217,277
00:00:46,Target_E,1511,747,1699,806
00:00:46,Target_B,1683,853,1771,1013
00:00:46,Target_A,1419,706,1589,808
00:00:46,Target_E,804,493,869,605
00:00:46,Target_A,657,428,768,602
00:00:46,Target_A,778,549,867,624
00:00:46,Target_C,839,597,963,758
00:00:46,Target_B,847,630,950,791
00:00:46,Target_A,623,557,742,716
00:00:46,Target_C,221,179,374,350
00:00:46,Target_A,39,771,93,851
00:00:47,Target_C,1647,876,1725,1066
00:00:47,Target_B,1619,922,1732,1009
00:00:47,Target_B,1622,968,1755,1080
00:00:47,Target_B,1526,905,1722,1080
00:00:47,Target_F,769,469,888,520
00:00:47,Target_C,733,447,897,584
00:00:47,Target_C,60,270,244,379
00:00:47,Target_F,212,113,327,169
00:00:47,Target_B,700,465,748,613
00:00:48,Target_B,1662,776,1793,864
00:00:48,Target_B,1608,812,1673,975
00:00:48,Target_F,1573,932,1628,1080
00:00:48,Target_B,1476,878,1676,981
00:00:48,Target_A,1406,931,1583,1042
00:00:48,Target_A,680,568,727,737
00:00:48,Target_C,674,518,751,653
00:00:48,Target_D,206,220,363,277
00:00:48,Target_C,253,126,428,217
00:00:49,Target_G,1401,873,1489,1031
00:00:49,Target_A,1609,752,1746,817
00:00:49,Target_C,1621,733,1806,884
00:00:49,Target_D,764,572,872,693
00:00:49,Target_A,608,448,762,526
00:00:49,Target_B,860,600,971,678
00:00:49,Target_A,710,553,813,653
00:00:49,Target_B,617,653,775,696
00:00:49,Target_B,756,536,847,686
00:00:49,Target_E,868,425,921,500
00:00:49,Target_C,254,165,415,219
00:00:50,Target_B,1655,702,1840,858
00:00:50,Target_B,1526,830,1690,904
00:00:50,Target_A,1564,780,1749,896
00:00:50,Target_D,1559,912,1751,1071
00:00:50,Target_A,1540,718,1729,810
00:00:50,Target_E,818,456,888,490
00:00:50,Target_A,742,440,820,570
00:00:50,Target_B,782,662,934,795
00:00:50,Target_A,606,501,653,626
00:00:50,Target_A,225,97,266,192
00:00:50,Target_E,1220,583,1295,643
00:00:50,Target_G,522,892,640,1066
00:00:51,Target_E,1650,754,1790,876
00:00:51,Target_B,1563,877,1706,945
00:00:51,Target_C,1457,878,1536,1039
00:00:51,Target_B,1403,902,1569,1037
00:00:51,Target_A,1689,810,1766,914
00:00:51,Target_D,812,623,1001,718
00:00:51,Target_A,869,572,903,717
00:00:51,Target_A,645,422,843,577
00:00:51,Target_C,643,573,823,744
00:00:51,Target_E,85,605,168,651
00:00:51,Target_A,1145,444,1302,577
00:00:52,Target_E,1591,951,1724,1080
00:00:52,Target_C,1619,871,1654,946
00:00:52,Target_A,1648,824,1827,980
00:00:52,Target_A,1405,931,1469,994
00:00:52,Target_A,1668,901,1722,1029
00:00:52,Target_A,617,406,814,563
00:00:52,Target_F,660,543,702,634
00:00:52,Target_B,727,529,881,569
00:00:52,Target_G,832,444,1004,608
00:00:52,Target_C,212,168,315,358
00:00:53,Target_D,1503,926,1590,1080
00:00:53,Target_A,1496,906,1559,1007
00:00:53,Target_B,1593,778,1673,866
00:00:53,Target_E,853,604,915,702
00:00:53,Target_A,778,485,968,660
00:00:53,Target_E,832,646,1026,718
00:00:53,Target_D,719,852,762,990
00:00:53,Target_B,1561,181,1742,226
00:00:54,Target_A,1659,900,1849,939
00:00:54,Target_B,1464,829,1661,903
00:00:54,Target_G,1572,782,1691,838
00:00:54,Target_B,737,594,770,773
00:00:54,Target_A,223,168,335,238
00:00:54,Target_B,1516,210,1662,282
00:00:54,Target_E,795,1035,827,1080
00:00:55,Target_B,1524,896,1645,1013
00:00:55,Target_D,1695,735,1848,905
00:00:55,Target_B,1621,774,1710,955
00:00:55,Target_B,690,556,776,635
00:00:55,Target_B,864,527,951,637
00:00:55,Target_F,843,575,912,770
00:00:55,Target_C,795,403,874,470
00:00:55,Target_A,784,628,900,796
00:00:55,Target_B,246,183,362,326
00:00:56,Target_E,1525,907,1603,1067
00:00:56,Target_A,1556,961,1732,1054
00:00:56,Target_A,1424,826,1579,963
00:00:56,Target_A,1527,920,1635,983
00:00:56,Target_C,679,414,808,535
00:00:56,Target_C,646,609,787,641
00:00:56,Target_A,758,449,831,582
00:00:56,Target_A,858,658,932,839
00:00:56,Target_B,116,58,186,113
00:00:56,Target_B,197,145,284,271
00:00:57,Target_B,1738,788,1806,969
00:00:57,Target_B,1479,902,1534,1022
00:00:57,Target_E,1448,819,1480,1003
00:00:57,Target_C,1430,917,1606,1006
00:00:57,Target_A,1756,898,1879,1067
00:00:57,Target_C,1418,813,1507,976
00:00:57,Target_B,788,504,935,659
00:00:57,Target_A,638,435,738,574
00:00:57,Target_A,851,464,926,662
00:00:57,Target_B,854,666,939,725
00:00:57,Target_A,796,628,854,725
00:00:57,Target_C,659,624,792,686
00:00:57,Target_A,228,85,335,139
00:00:57,Target_C,123,162,281,304
00:00:58,Target_F,1697,970,1803,1067
00:00:58,Target_C,622,584,705,776
00:00:58,Target_A,796,626,924,749
00:00:58,Target_A,731,479,903,668
00:00:58,Target_C,737,548,768,648
00:00:58,Target_A,210,260,258,333
00:00:58,Target_D,99,256,165,342
00:00:58,Target_C,260,190,378,387
00:00:58,Target_C,103,97,285,289
00:00:58,Target_C,1271,72,1336,135
00:00:58,Target_C,1083,916,1187,1022
00:00:59,Target_D,1526,826,1639,967
00:00:59,Target_A,1628,889,1661,931
00:00:59,Target_A,1401,849,1441,1002
00:00:59,Target_D,1707,808,1800,885
00:00:59,Target_A,1591,806,1760,901
00:00:59,Target_A,615,544,800,695
00:00:59,Target_A,708,411,778,600
00:00:59,Target_B,765,509,920,606
00:00:59,Target_E,820,417,932,481
00:00:59,Target_A,638,501,693,624
00:00:59,Target_A,749,460,917,574
00:00:59,Target_C,685,642,774,719
00:00:59,Target_A,127,211,305,387
00:00:59,Target_E,113,858,197,922
00:00:59,Target_A,315,741,423,864
00:01:00,Target_B,1575,915,1684,1072
00:01:00,Target_D,1677,777,1731,957
00:01:00,Target_B,1505,820,1578,971
00:01:00,Target_D,1658,723,1822,879
00:01:00,Target_C,826,616,926,745
00:01:00,Target_C,790,503,849,631
00:01:00,Target_E,63,75,140,110
00:01:01,Target_G,1650,812,1683,980
00:01:01,Target_C,1557,928,1657,965
00:01:01,Target_E,1410,944,1452,1080
00:01:01,Target_A,1587,720,1787,890
00:01:01,Target_E,636,661,743,796
00:01:01,Target_C,652,452,754,536
00:01:01,Target_D,753,566,796,640
00:01:01,Target_C,235,203,416,362
00:01:01,Target_A,1217,451,1342,629
00:01:02,Target_D,1609,779,1658,929
00:01:02,Target_C,1487,964,1612,1000
00:01:02,Target_C,1452,936,1482,1080
00:01:02,Target_E,1439,940,1616,988
00:01:02,Target_C,650,505,832,677
00:01:02,Target_D,690,531,820,574
00:01:02,Target_B,703,410,738,609
00:01:02,Target_C,139,116,188,289
00:01:02,Target_C,57,255,196,343
00:01:02,Target_F,0,483,197,546
00:01:02,Target_E,389,84,488,284
00:01:02,Target_G,1492,919,1596,1035
00:01:02,Target_A,112,50,234,167
00:01:03,Target_C,1671,768,1705,859
00:01:03,Target_G,1612,739,1695,903
00:01:03,Target_C,1649,756,1825,881
00:01:03,Target_D,685,572,726,746
00:01:03,Target_A,650,422,811,525
00:01:03,Target_B,257,219,310,396
00:01:03,Target_A,1773,781,1920,884
00:01:03,Target_A,266,567,419,646
00:01:03,Target_C,773,10,867,191
00:01:03,Target_D,390,921,572,1022
00:01:04,Target_G,1700,773,1831,822
00:01:04,Target_A,1649,923,1713,974
00:01:04,Target_A,1457,807,1503,909
00:01:04,Target_D,1623,938,1715,1076
00:01:04,Target_F,654,445,761,556
00:01:04,Target_C,817,624,911,775
00:01:04,Target_A,850,565,985,628
00:01:04,Target_G,754,479,827,556
00:01:05,Target_A,1530,715,1716,807
00:01:05,Target_A,739,543,860,683
00:01:05,Target_C,627,467,796,620
00:01:05,Target_A,651,604,753,678
00:01:05,Target_B,761,529,905,726
00:01:05,Target_D,1058,655,1105,782
00:01:06,Target_B,1554,703,1660,789
00:01:06,Target_B,1557,957,1618,1080
00:01:06,Target_A,1605,755,1690,837
00:01:06,Target_D,1631,960,1826,1080
00:01:06,Target_A,1437,793,1582,934
00:01:06,Target_A,1477,866,1536,931
00:01:06,Target_B,1617,960,1767,1080
00:01:06,Target_D,1661,804,1718,935
00:01:06,Target_B,860,635,976,776
00:01:06,Target_A,179,189,320,270
00:01:06,Target_D,308,61,428,259
00:01:06,Target_B,974,293,1159,351
00:01:07,Target_A,1658,914,1726,1080
00:01:07,Target_A,1428,872,1468,1005
00:01:07,Target_A,1601,802,1730,869
00:01:07,Target_C,647,420,699,610
00:01:07,Target_E,651,617,713,763
00:01:07,Target_D,807,649,853,746
00:01:07,Target_D,251,155,285,247
00:01:07,Target_A,56,266,128,433
00:01:07,Target_B,318,94,477,144
00:01:07,Target_B,1649,275,1684,347
00:01:08,Target_F,1744,785,1831,944
00:01:08,Target_A,1433,741,1530,922
00:01:08,Target_A,628,402,748,442
00:01:08,Target_D,1035,492,1152,618
00:01:09,Target_B,1460,703,1654,891
00:01:09,Target_C,1743,746,1920,872
00:01:09,Target_C,1519,874,1590,928
00:01:09,Target_A,1618,930,1737,1019
00:01:09,Target_E,1585,877,1672,1006
00:01:09,Target_A,1758,802,1818,902
00:01:09,Target_D,1448,890,1534,979
00:01:09,Target_C,1485,890,1630,927
00:01:09,Target_B,1694,881,1784,1040
00:01:09,Target_F,720,619,860,768
00:01:09,Target_C,689,654,791,781
00:01:09,Target_B,778,668,899,751
00:01:09,Target_C,839,525,892,583
